2007-02-01, 10:10,-4.7,0.1,3.6,1.4,3.6,1.4,3.3,1.3,3,1.4,3.1,1.1,214.1,23.5,207.4,21.5,202.2,24.5,3.6,3.3
2007-02-01, 10:20,-4.6,0,5.7,2.4,5.4,2.5,5.3,2.2,4.8,2.3,4.7,2,235,20.6,232.4,22.5,231.5,23.5,5.7,5.3
2007-02-01, 10:30,-4.4,0,6.2,1.7,5.9,1.7,5.6,1.5,5.3,1.5,5,1.5,234.5,18.9,229.5,21.5,229,21.5,6.2,5.6
2007-02-01, 10:40,-4.2,0,6,1.3,5.7,1.3,5.5,1.3,5.1,1.2,4.8,1.2,231.8,19.7,230.4,23.5,228.1,22.5,6,5.5
2007-02-01, 10:50,-4,0,6,1.5,5.7,1.4,5.7,1.5,5.2,1.5,5,1.5,229.9,21.5,225.5,23.5,225.8,25.6,6,5.7
2007-02-01, 11:00,-3.9,0,6.7,1.7,6.6,1.7,6.3,1.7,6.1,1.8,5.9,1.7,225.9,13.4,224.1,12.8,223.2,13.9,6.7,6.3
2007-02-01, 11:10,-4,0,8,1.7,7.5,1.8,7.4,1.9,7,2,6.6,1.8,238.6,19.7,235.1,21.5,234.6,23.5,8,7.4
2007-02-01, 11:20,-3.8,0,6.4,1.5,6.3,1.6,5.9,1.5,5.8,1.7,5.4,1.7,215.9,18.9,211.4,19.7,209.1,24.5,6.4,5.9
2007-02-01, 11:30,-3.5,0,6.4,1.7,6.2,1.7,5.6,1.7,5.4,1.7,4.9,1.7,214.7,19.7,211,18.9,210.7,22.5,6.4,5.6
2007-02-01, 11:40,-3.4,0,8.3,1.7,8.2,1.8,7.6,1.7,7.4,1.8,6.9,1.9,228.7,17.3,225.1,19.7,223.2,21.5,8.3,7.6
2007-02-01, 11:50,-3,0,7.4,1.7,7.3,1.7,6.8,1.7,6.7,1.9,6.4,1.8,213,16.6,206.9,18.1,205.6,18.1,7.4,6.8
2007-02-01, 12:00,-2.5,0.2,6.5,2,6.2,2.2,6.1,2.1,5.9,2.3,5.5,2.3,219.7,23.5,215.3,22.5,214.1,25.6,6.5,6.1
2007-02-01, 12:10,-2.8,0,5.7,1.5,5.2,1.3,5.3,1.3,4.8,1.3,4.7,1.3,249,17.3,242.6,21.5,241.9,24.5,5.7,5.3
2007-02-01, 12:20,-2.6,0.2,5.3,1.8,4.6,1.4,5.1,1.7,4.5,1.7,4.6,1.4,247,18.9,240.4,17.3,237.2,21.5,5.3,5.1
2007-02-01, 12:30,-2.2,0.1,7.7,1.7,7.6,1.8,7.2,1.7,7.1,2,6.7,1.9,224.1,11.7,220.3,13.9,219.1,15.2,7.7,7.2
2007-02-01, 12:40,-2.1,0.4,6.7,2,6.5,2.2,6.1,2.2,5.7,2.2,5.4,2.3,227.6,22.5,224.8,24.5,223,22.5,6.7,6.1
2007-02-01, 12:50,-1.4,0,6.6,1.7,6.5,1.7,6,1.6,5.8,1.7,5.4,1.7,224.1,15.2,218.7,16.6,217.8,19.7,6.6,6
2007-02-01, 13:00,-1.4,0,6.2,1.2,6,1.3,5.8,1.2,5.6,1.4,5.3,1.3,225.1,18.1,221.5,18.1,220.8,20.6,6.2,5.8
2007-02-01, 13:10,-1,0.2,4.4,1.2,4.1,1.2,3.9,1.2,3.6,1.2,3.6,1.2,231.6,29.1,225.8,31.8,220.8,31.8,4.4,3.9
2007-02-01, 13:20,-0.6,0.1,4.5,1.9,4.3,2,3.9,1.8,3.7,1.9,3.6,1.7,232,37.8,226.5,37.8,221.2,39.5,4.5,3.9
2007-02-01, 13:30,-0.8,0,6,1.9,5.8,2,5.5,2,5.3,2.1,5.1,1.9,227.9,25.6,220.6,25.6,217.7,23.5,6,5.5
2007-02-01, 13:40,-0.7,0.1,6.1,1.7,5.6,1.7,5.7,1.7,5.3,1.7,5.1,1.7,240.3,22.5,237,25.6,234.2,27.9,6.1,5.7
2007-02-01, 13:50,-0.7,0.1,4.3,1.7,4,1.7,4.1,1.6,3.6,1.7,3.6,1.5,238.2,34.6,233.8,26.7,230.4,24.5,4.3,4.1
2007-02-01, 14:00,-0.5,0.3,6.1,1.3,5.6,1.3,5.4,1.2,4.9,1.2,4.6,1.2,252.8,18.9,252.4,18.9,251.9,22.5,6.1,5.4
2007-02-01, 14:10,-1.3,0.2,5.1,1.3,4.9,1.3,4.7,1.3,4.3,1.3,4.1,1.2,254.7,20.6,250.7,23.5,251.9,26.7,5.1,4.7
2007-02-01, 14:20,-0.4,0.1,5,1.5,5,1.6,4.7,1.5,4.5,1.6,4.4,1.7,227.8,21.5,223.2,19.7,220.2,18.9,5,4.7
2007-02-01, 14:30,-0.9,0.2,7.5,1.4,7.4,1.4,6.9,1.5,6.8,1.6,6.4,1.5,215.5,13.4,213.9,15.9,212.1,17.3,7.5,6.9
2007-02-01, 14:40,-1.1,0.2,6.5,1.5,5.9,1.7,5.9,1.5,5.4,1.5,5.3,1.5,237.7,17.3,232.9,20.6,230.9,21.5,6.5,5.9
2007-02-01, 14:50,-1.5,0,5.7,1.7,5.6,1.7,5.2,1.5,5.1,1.6,4.8,1.5,226.8,17.3,220,16.6,217.5,18.9,5.7,5.2
2007-02-01, 15:00,-1.8,0,5.2,1.2,5.1,1.2,4.4,1.3,4.3,1.4,4,1.3,212.3,17.3,212.7,20.6,210.6,21.5,5.2,4.4
2007-02-01, 15:10,-1.8,0,5.6,1.1,5.5,1.1,5.1,1.1,5.1,1.2,4.8,1.1,200,15.2,197.7,18.1,195.1,20.6,5.6,5.1
2007-02-01, 15:20,-1.9,0,4.8,1.5,4.7,1.5,4.3,1.5,4.2,1.6,3.9,1.6,203,16.6,200.1,18.9,198.4,19.7,4.8,4.3
2007-02-01, 15:30,-2,0,5.7,1.1,5.6,1.1,5.3,1.2,5.2,1.3,4.8,1.3,210.1,16.6,207.2,18.9,208,20.6,5.7,5.3
2007-02-01, 15:40,-1.8,0,5.8,1.1,5.7,1.2,5.3,1.1,5.2,1.2,4.7,1.2,215,13.4,212.4,13.9,211.4,17.3,5.8,5.3
2007-02-01, 15:50,-1.9,0,5.6,1.2,5.4,1.3,5.1,1.2,4.8,1.3,4.7,1.2,230.2,13.9,226.7,17.3,222.4,17.3,5.6,5.1
2007-02-01, 16:00,-2.2,0,5.4,1,5.3,1.2,5,1,4.5,1,4.5,1,236.7,10.8,233.8,12.2,234,13.9,5.4,5
2007-02-01, 16:10,-2.3,0,4.5,0.9,4.4,1,4.2,1,3.9,1,3.7,1,231.3,14.6,226.1,14.6,223,16.6,4.5,4.2
2007-02-01, 16:20,-2.4,0,3,0.9,2.7,0.9,2.7,0.9,2.3,0.9,2.4,0.9,238,18.1,233.1,19.7,230.9,21.5,3,2.7
2007-02-01, 16:30,-2.5,0,3,0.7,2.8,0.9,2.7,0.8,2.4,1,2.4,0.9,239.8,16.6,236.1,17.3,238.3,19.7,3,2.7
2007-02-01, 16:40,-2.7,0,3.2,0.7,2.8,0.7,2.8,0.8,2.3,0.8,2.3,0.7,244.9,14.6,239.6,15.9,239.6,18.9,3.2,2.8
2007-02-01, 16:50,-2.6,0,3.5,0.6,3.4,0.7,3.2,0.6,2.9,0.7,2.9,0.6,228.7,10.8,226.1,10.8,226.8,13.9,3.5,3.2
2007-02-01, 17:00,-2.6,0,3.7,0.9,3.7,0.9,3.3,0.9,3.2,1,3.1,1.1,220.9,11.7,217.7,13.4,216.6,12.8,3.7,3.3
2007-02-01, 17:10,-2.7,0,3.8,0.6,3.8,0.6,3.3,0.6,3.1,0.7,2.8,0.7,218.7,14.6,217.7,15.2,216.3,17.3,3.8,3.3
2007-02-01, 17:20,-2.8,0,4.9,0.8,4.9,0.9,4.6,0.8,4.3,0.9,4.1,1,228.8,10.3,224.7,12.8,224.4,15.9,4.9,4.6
2007-02-01, 17:30,-2.8,0,3.7,0.5,3.6,0.6,3.1,0.7,2.8,0.8,2.7,0.8,230.1,9.4,227.1,11.2,226.5,12.2,3.7,3.1
2007-02-01, 17:40,-3,0,3.3,0.3,3.3,0.3,3,0.4,2.9,0.4,2.8,0.4,226.4,5.6,224.1,6.7,224.2,9.4,3.3,3
2007-02-01, 17:50,-3,0,3,0.2,3,0.2,2.9,0.3,2.7,0.3,2.7,0.4,222.3,5.4,219.6,5.6,220,7.9,3,2.9
2007-02-01, 18:00,-3,0,2.7,0.4,2.7,0.4,2.4,0.4,2.2,0.4,2.2,0.4,203.8,9.4,199.2,10.3,199.5,10.8,2.7,2.4
2007-02-01, 18:10,-3.3,0,2.6,0.2,2.5,0.2,2.3,0.3,2,0.3,2,0.3,189.8,3.1,184,2.3,179.6,3.2,2.6,2.3
2007-02-01, 18:20,-3.7,0,2.3,0.3,2.3,0.3,2.1,0.3,1.8,0.4,1.9,0.3,182.2,7.6,173.5,7.9,169.2,9,2.3,2.1
2007-02-01, 18:30,-4.1,0,1.9,0.3,1.9,0.3,1.6,0.4,1.2,0.4,1.4,0.3,170.8,4.1,160,1.5,162.9,10.3,1.9,1.6
2007-02-01, 18:40,-4.2,0,2.7,0.4,2.7,0.3,2.5,0.4,2.2,0.4,2.1,0.4,154.5,4.7,146.3,7,142.3,7.9,2.7,2.5
2007-02-01, 18:50,-4.3,0,2.8,0.3,2.8,0.3,2.6,0.4,2.3,0.4,2.2,0.4,155.2,5.9,148.8,5.1,146,7,2.8,2.6
2007-02-01, 19:00,-4.2,0,3.3,0.4,3.3,0.4,3,0.3,2.8,0.4,2.6,0.4,162.6,5.9,155.9,7,152.6,8.3,3.3,3
2007-02-01, 19:10,-4.3,0,2.5,0.4,2.5,0.4,2.2,0.4,1.9,0.4,1.9,0.3,178.9,9.4,172,11.7,167.2,11.7,2.5,2.2
2007-02-01, 19:20,-4.2,0,2.6,0.4,2.5,0.4,2.2,0.4,1.9,0.4,2.1,0.3,176.6,7,174.3,6.7,170.4,7.9,2.6,2.2
2007-02-01, 19:30,-4.2,0,2.4,0.3,2.4,0.3,2.2,0.3,1.9,0.4,2,0.3,172,7,166.7,6.4,163.2,4.1,2.4,2.2
2007-02-01, 19:40,-4.2,0,2.5,0.4,2.4,0.4,2.1,0.4,1.9,0.4,1.9,0.4,183.3,6.7,181.4,6.4,180.7,7.6,2.5,2.1
2007-02-01, 19:50,-4.6,0,2.3,0.3,2.3,0.3,2,0.3,1.7,0.3,1.9,0.2,187,5.6,189.2,4.7,194.8,5.1,2.3,2
2007-02-01, 20:00,-4.8,0,3.1,0.3,3,0.3,2.7,0.3,2.5,0.3,2.5,0.3,190.9,3.8,191.9,3.6,197.3,4.3,3.1,2.7
2007-02-01, 20:10,-4.3,0,3.8,0.4,3.7,0.3,3.3,0.4,3.2,0.4,3,0.4,196.4,5.4,196.8,6.1,197.3,8.7,3.8,3.3
2007-02-01, 20:20,-4.3,0,3.5,0.3,3.4,0.3,3,0.3,2.8,0.4,2.6,0.4,206.2,3.8,205.5,5.4,207.3,8.3,3.5,3
2007-02-01, 20:30,-4.6,0,2.3,0.4,2.3,0.4,1.8,0.6,1.5,0.7,1.6,0.6,205.3,5.9,204.7,7,201.2,9.4,2.3,1.8
2007-02-01, 20:40,-5,0.1,2.8,0.4,2.8,0.4,2.3,0.4,2,0.5,2,0.5,216.6,5.1,216,5.4,217.7,7.3,2.8,2.3
2007-02-01, 20:50,-5.2,0,2.7,0.3,2.7,0.3,2.3,0.3,2.1,0.4,2.2,0.3,225.5,4.9,223.9,5.4,224.2,5.4,2.7,2.3
2007-02-01, 21:00,-4.9,0,3.1,0.5,3.1,0.5,2.6,0.4,2.4,0.4,2.4,0.3,225.3,4.5,221.4,4.5,219.4,5.6,3.1,2.6
2007-02-01, 21:10,-5.1,0,3.6,0.4,3.5,0.4,3.3,0.4,3.2,0.4,3.1,0.3,219.3,2.4,219.3,2.4,219.4,4.9,3.6,3.3
2007-02-01, 21:20,-4.8,0.1,3.3,0.4,3.3,0.4,3.1,0.4,2.9,0.4,2.9,0.4,217.5,5.9,213.9,7.3,215.2,9,3.3,3.1
2007-02-01, 21:30,-4.7,0,2.8,0.3,2.8,0.3,2.5,0.2,2.3,0.3,2.3,0.3,219.9,2.8,216.8,3.2,216.5,5.4,2.8,2.5
2007-02-01, 21:40,-5,0,2.5,0.3,2.5,0.3,2.4,0.3,2.1,0.4,2.2,0.4,216.9,3.8,216.2,5.1,218.1,6.4,2.5,2.4
2007-02-01, 21:50,-5.4,0.1,2,0.3,2.1,0.3,1.7,0.2,1.4,0.3,1.7,0.3,220.8,5.1,215.3,4.3,216.8,5.4,2.1,1.7
2007-02-01, 22:00,-5.4,0.1,1.9,0.3,1.9,0.3,1.5,0.3,1.1,0.4,1.4,0.3,215.9,3.8,210.6,4.9,209.1,3.1,1.9,1.5
2007-02-01, 22:10,-5.2,0,2.2,0.2,2.2,0.2,1.8,0.2,1.5,0.3,1.6,0.2,211,7.3,209.6,6.4,206.7,3.8,2.2,1.8
2007-02-01, 22:20,-5.4,0.1,2.4,0.2,2.3,0.2,2.1,0.2,1.8,0.3,1.9,0.2,199.7,3.3,201.8,0,199.7,0.9,2.4,2.1
2007-02-01, 22:30,-5.8,0,2.5,0.4,2.5,0.4,2.2,0.4,1.9,0.5,1.9,0.4,216.3,6.4,208.4,9,207.4,10.3,2.5,2.2
2007-02-01, 22:40,-5.8,0,2,0.3,2,0.3,1.6,0.3,1.2,0.4,1.5,0.4,213.4,7.6,208.3,4.7,215.2,11.7,2,1.6
2007-02-01, 22:50,-5.9,0,2.8,0.3,2.8,0.3,2.5,0.3,2.2,0.4,2.2,0.2,204.2,5.1,202.7,4.3,205.5,7.3,2.8,2.5
2007-02-01, 23:00,-5.9,0.2,2.6,0.5,2.6,0.5,2.2,0.5,1.9,0.5,2,0.4,191.6,5.4,187.3,4.7,185.6,6.7,2.6,2.2
2007-02-01, 23:10,-5.8,0,3.1,0.3,3,0.3,2.5,0.4,2.3,0.4,2.1,0.4,194,6.4,189.1,7.6,188.9,9,3.1,2.5
2007-02-01, 23:20,-6.2,0.1,2.8,0.4,2.8,0.4,2.3,0.4,2.1,0.4,2,0.4,203.7,5.6,200.3,5.4,203,7.9,2.8,2.3
2007-02-01, 23:30,-6.3,0,2.1,0.4,2.1,0.4,1.7,0.3,1.3,0.4,1.5,0.3,209.6,3.2,214,0.4,209.4,6.1,2.1,1.7
2007-02-01, 23:40,-6.3,0,2.2,0.3,2.2,0.3,1.7,0.3,1.3,0.4,1.4,0.3,196.2,3.8,194.1,6.4,191.9,9.9,2.2,1.7
2007-02-01, 23:50,-6.7,0,2.5,0.4,2.5,0.4,2,0.4,1.7,0.4,1.7,0.3,197.3,2,194.4,2.6,190.5,5.4,2.5,2
2007-02-02, 00:00,-6.5,0,2.9,0.3,2.8,0.3,2.5,0.3,2.3,0.3,2.2,0.3,210.8,8.7,206.3,10.8,206,10.8,2.9,2.5
2007-02-02, 00:10,-6.3,0,2.5,0.3,2.5,0.3,2.2,0.2,1.9,0.3,1.9,0.3,223.6,6.4,223.3,8.3,224.5,8.7,2.5,2.2
2007-02-02, 00:20,-6.2,0,1.9,0.3,1.8,0.3,1.7,0.2,1.1,0.3,1.4,0.3,241.7,5.1,240.3,6.7,244.7,7.9,1.9,1.7
2007-02-02, 00:30,-6,0,1.1,0.5,1,0.4,1,0.5,0.6,0.4,0.9,0.5,255.4,2.7,252.1,4.9,254.3,6.4,1.1,1
2007-02-02, 00:40,-5.8,0.1,1.1,0.6,1.1,0.6,0.9,0.6,0.6,0.4,0.8,0.6,241.2,14.6,235.6,19.7,242.4,26.7,1.1,0.9
2007-02-02, 00:50,-5.8,0.1,1.4,0.4,1.4,0.4,1.1,0.5,0.7,0.4,1.1,0.5,228.8,18.1,207.2,13.9,201.5,13.4,1.4,1.1
2007-02-02, 01:00,-6,0,1.9,0.5,1.7,0.5,1.4,0.6,1,0.5,1.1,0.6,245,11.2,244.4,10.3,245.9,16.6,1.9,1.4
2007-02-02, 01:10,-6,0,1.7,0.2,1.7,0.4,1.3,0.4,0.8,0.4,0.9,0.4,239,4.1,235.6,0.9,240.1,7.3,1.7,1.3
2007-02-02, 01:20,-6,0,1.1,0.2,1.2,0.2,0.8,0.3,0.4,0.1,0.5,0.2,233.2,2.4,236.1,0,237.5,0,1.2,0.8
2007-02-02, 01:30,-5.9,0,0.5,0.2,0.6,0.2,0.4,0.2,0.4,0,0.5,0.2,235.3,6.4,235.9,0,239.9,4.3,0.6,0.4
2007-02-02, 01:40,-5.8,0,0.4,0.1,0.4,0.1,0.4,0.1,0.4,0,0.4,0.1,246.4,0,235.4,0,247.4,0,0.4,0.4
2007-02-02, 01:50,-5.6,0,0.4,0,0.4,0,0.4,0,0.4,0,0.4,0,246.4,0,235.4,0,278.1,43,0.4,0.4
2007-02-02, 02:00,-5.4,0,0.5,0.3,0.5,0.3,0.6,0.4,0.4,0.1,1.1,0.4,-989,-989,18.5,53.4,36.1,18.1,0.5,0.6
2007-02-02, 02:10,-5.5,0,0.4,0.2,0.4,0.2,0.5,0.2,0.4,0.1,0.8,0.4,84.5,44.9,53.2,8.7,47,18.1,0.4,0.5
2007-02-02, 02:20,-5.4,0,0.6,0.3,0.7,0.3,0.9,0.3,0.4,0.2,1.3,0.3,41.8,12.8,38.9,4.1,28.9,7,0.7,0.9
2007-02-02, 02:30,-5.3,0,0.4,0.1,0.5,0.2,0.4,0.1,0.4,0,0.6,0.3,34.8,0,36.1,0,32,5.1,0.5,0.4
2007-02-02, 02:40,-5.3,0,0.4,0.1,0.4,0.2,0.5,0.2,0.4,0.1,0.7,0.4,34.8,0,36.1,0,36,2.9,0.4,0.5
2007-02-02, 02:50,-5.3,0,1.2,0.4,1.2,0.4,1.4,0.4,0.9,0.5,1.6,0.3,27.4,5.6,33.5,2.6,30.8,9,1.2,1.4
2007-02-02, 03:00,-5.3,0,0.9,0.4,0.9,0.3,0.8,0.4,0.5,0.2,0.8,0.5,16.2,6.7,23.4,12.8,22.7,13.9,0.9,0.8
2007-02-02, 03:10,-5.3,0,2,0.5,2,0.5,1.8,0.5,1.3,0.6,1.7,0.4,20.6,5.1,14.4,5.9,10.8,6.4,2,1.8
2007-02-02, 03:20,-5.3,0,2.7,0.5,2.7,0.5,2.5,0.5,2.3,0.6,2.2,0.5,28.1,3.2,26.2,4.1,25.6,7.9,2.7,2.5
2007-02-02, 03:30,-5.3,0,3,0.4,3.1,0.4,2.7,0.5,2.5,0.5,2.4,0.6,27,7.6,24.8,10.3,24.5,12.8,3.1,2.7
2007-02-02, 03:40,-5.5,0.2,1.3,0.8,1.4,0.8,1,0.8,0.7,0.8,0.9,0.7,29.5,29.1,-989,-989,5.1,86,1.4,1
2007-02-02, 03:50,-5.9,0.2,1.1,0.3,1.2,0.3,0.7,0.3,0.4,0.1,0.7,0.3,32.8,25.6,11,36.2,0.9,31.8,1.2,0.7
2007-02-02, 04:00,-5.3,0,0.9,0.4,0.9,0.4,0.5,0.3,0.4,0.1,0.5,0.3,47.5,15.9,56.2,0.5,59.8,17.3,0.9,0.5
2007-02-02, 04:10,-5.3,0.1,2.1,0.9,2.1,0.9,1.9,0.9,1.6,0.8,1.8,0.8,17.7,10.8,15.6,20.6,11.4,15.2,2.1,1.9
2007-02-02, 04:20,-5.3,0.2,3.3,0.5,3.3,0.5,3,0.5,2.7,0.6,2.7,0.6,10.5,9.4,6.7,9.4,5,11.2,3.3,3
2007-02-02, 04:30,-5.7,0.2,2.2,0.5,2.2,0.5,1.7,0.6,1.3,0.7,1.6,0.6,358.2,11.2,358.5,9.9,358.7,13.9,2.2,1.7
2007-02-02, 04:40,-5.5,0,2.8,0.5,2.9,0.5,2.5,0.5,2.2,0.5,2.3,0.5,10,8.3,10.5,9,12.4,10.3,2.9,2.5
2007-02-02, 04:50,-5.4,0,2.5,0.6,2.5,0.6,2.1,0.6,1.8,0.7,1.9,0.6,17.7,16.6,15.6,13.4,15,13.9,2.5,2.1
2007-02-02, 05:00,-5.5,0,1.9,0.6,2,0.6,1.4,0.6,1,0.6,1,0.5,40.1,15.2,38.1,18.9,42.4,31.8,2,1.4
2007-02-02, 05:10,-6,0.1,0.5,0.3,0.5,0.3,0.7,0.4,0.4,0,0.9,0.4,150.6,37.8,174.8,33.2,201.8,15.2,0.5,0.7
2007-02-02, 05:20,-6.3,0,0.4,0.2,0.4,0.2,0.7,0.4,0.4,0.1,0.8,0.5,213.7,20.6,220.8,0,217.4,2.7,0.4,0.7
2007-02-02, 05:30,-6.2,0,0.4,0.2,0.4,0.2,0.4,0,0.4,0,0.4,0,81.7,0,221.7,0,215.7,0,0.4,0.4
2007-02-02, 05:40,-6.1,0,0.4,0.1,0.4,0.1,0.4,0,0.4,0,0.4,0,81.7,0,221.7,0,215.7,0,0.4,0.4
2007-02-02, 05:50,-6,0,0.4,0,0.4,0,0.4,0,0.4,0,0.4,0,81.7,0,221.7,0,215.7,0,0.4,0.4
2007-02-02, 06:00,-6,0,0.4,0,0.4,0,0.4,0,0.4,0,0.4,0,81.7,0,221.7,0,215.7,0,0.4,0.4
2007-02-02, 06:10,-6.2,0,0.4,0,0.4,0,0.4,0,0.4,0,0.4,0,142.2,37.8,221.5,0,215.7,0,0.4,0.4
2007-02-02, 06:20,-6.3,0,0.4,0.2,0.5,0.2,0.4,0.1,0.4,0,0.4,0.1,119.7,37.8,221.5,0,154.4,89.9,0.5,0.4
2007-02-02, 06:30,-6.2,0,0.4,0,0.4,0,0.4,0,0.4,0,0.4,0.1,80,0,221.7,0,21.1,0,0.4,0.4
2007-02-02, 06:40,-6.2,0,0.7,0.4,0.6,0.4,0.5,0.2,0.4,0,0.6,0.3,80,0,163.8,63.5,36,21.5,0.7,0.5
2007-02-02, 06:50,-6.4,0,0.6,0.3,0.6,0.3,0.5,0.2,0.4,0,0.5,0.2,80,0,91.3,0,82.5,0,0.6,0.5
2007-02-02, 07:00,-6.5,0,0.4,0.1,0.4,0.1,0.4,0,0.4,0,0.4,0,80.4,3.2,91.2,0.1,82.5,0,0.4,0.4
2007-02-02, 07:10,-6.3,0,0.9,0.4,0.8,0.4,0.6,0.3,0.4,0,0.5,0.3,117.2,2.3,90.5,0.1,101.8,17.3,0.9,0.6
2007-02-02, 07:20,-6.3,0,0.4,0,0.4,0,0.4,0,0.4,0,0.4,0,118.2,0,90.5,0.1,116.8,0,0.4,0.4
2007-02-02, 07:30,-6.2,0,0.9,0.4,1,0.4,0.7,0.3,0.4,0,0.6,0.3,128.3,9.4,90.5,0.1,117.9,1,1,0.7
2007-02-02, 07:40,-6.2,0,1.4,0.4,1.5,0.4,0.9,0.4,0.4,0.1,0.6,0.4,137.3,0,100.8,15.9,122.2,5.1,1.5,0.9
2007-02-02, 07:50,-6.1,0.1,1.5,0.3,1.6,0.3,1,0.3,0.4,0,0.8,0.3,136.3,10.3,125.5,0.7,132,4.7,1.6,1
2007-02-02, 08:00,-5.4,0.2,1.1,0.5,1.1,0.5,0.9,0.4,0.4,0.2,0.8,0.4,109.8,13.9,112.3,11.7,115.7,12.2,1.1,0.9
2007-02-02, 08:10,-4.7,0.1,0.8,0.4,0.8,0.4,0.6,0.3,0.4,0.1,0.7,0.3,90.6,27.9,97.9,19.7,99.9,17.3,0.8,0.6
2007-02-02, 08:20,-4.3,0,0.9,0.4,0.9,0.4,0.8,0.4,0.4,0.1,0.8,0.4,116.9,29.1,133,15.9,135.1,19.7,0.9,0.8
2007-02-02, 08:30,-3.8,0.2,1.2,0.5,1.2,0.6,1.1,0.6,0.7,0.5,1.1,0.6,91,24.5,87.7,26.7,87.9,31.8,1.2,1.1
2007-02-02, 08:40,-3,0,1.6,0.7,1.7,0.7,1.5,0.6,1,0.7,1.3,0.6,88.8,24.5,85.8,21.5,81.6,25.6,1.7,1.5
2007-02-02, 08:50,-2.9,0,1.1,0.5,1,0.5,0.8,0.5,0.5,0.3,0.7,0.5,131.5,36.2,128.5,34.6,124.6,36.2,1.1,0.8
2007-02-02, 09:00,-3,0,0.7,0.5,0.8,0.5,0.6,0.3,0.4,0.2,0.5,0.2,165,75.6,333.9,93.8,171.7,60.8,0.8,0.6
2007-02-02, 09:10,-2.5,0.3,0.9,0.6,1.1,0.6,0.8,0.5,0.6,0.4,0.8,0.6,36.4,58.3,355.6,69.3,145.7,72.4,1.1,0.8
2007-02-02, 09:20,-1.8,0.1,1.3,0.5,1.3,0.6,1.1,0.5,0.7,0.5,1.1,0.5,73.2,69.3,53.6,86,103.4,58.3,1.3,1.1
2007-02-02, 09:30,-1.3,0.3,1.3,0.5,1.4,0.5,1.1,0.5,0.7,0.4,1,0.5,96.8,34.6,92.9,39.5,94,30.4,1.4,1.1
2007-02-02, 09:40,-0.8,0,1.9,0.8,2,0.8,1.8,0.8,1.4,0.9,1.6,0.8,97.3,36.2,107.4,51.2,112.1,43,2,1.8
2007-02-02, 09:50,-0.4,0,1.5,0.7,1.5,0.7,1.5,0.6,1,0.7,1.5,0.7,122.8,39.5,123.9,41.2,125.2,41.2,1.5,1.5
2007-02-02, 10:00,-0.8,0.2,2.5,0.6,2.6,0.6,2.5,0.6,2.2,0.6,2.4,0.6,123.9,23.5,129.1,18.1,133.9,17.3,2.6,2.5
2007-02-02, 10:10,-1.3,0.1,2.2,0.5,2.3,0.5,2.1,0.5,1.8,0.6,2.1,0.5,123.8,18.1,121.3,15.2,117.6,14.6,2.3,2.1
2007-02-02, 10:20,-1.3,0,2.1,0.6,2.1,0.5,1.9,0.5,1.5,0.7,2,0.5,123.4,16.6,118.8,13.4,119.1,18.9,2.1,1.9
2007-02-02, 10:30,-1,0,2,0.6,2,0.7,1.9,0.6,1.6,0.7,2,0.6,110.5,25.6,114.4,25.6,117.7,27.9,2,1.9
2007-02-02, 10:40,-1.2,0,3,0.7,3,0.7,2.9,0.6,2.6,0.6,2.8,0.6,126.5,13.9,131.2,12.2,132.4,13.4,3,2.9
2007-02-02, 10:50,-0.9,0.1,2.1,0.7,2.1,0.8,2.2,0.8,1.8,0.9,2.3,0.8,127.4,16.6,127.6,15.2,126.2,19.7,2.1,2.2
2007-02-02, 11:00,-0.6,0,2.1,0.8,2.1,0.9,2,0.9,1.5,1,1.9,0.8,127.2,23.5,127.4,18.1,123.5,23.5,2.1,2
2007-02-02, 11:10,-0.3,0,2.8,0.6,2.9,0.6,2.6,0.6,2.3,0.7,2.4,0.6,125.7,15.9,125.6,18.1,125.1,21.5,2.9,2.6
2007-02-02, 11:20,-0.5,0.2,2.7,0.6,2.7,0.6,2.7,0.7,2.4,0.9,2.5,0.8,144.1,15.2,147.5,12.2,150.2,15.2,2.7,2.7
2007-02-02, 11:30,-0.5,0.1,2.2,0.7,2.1,0.7,2,0.7,1.6,0.8,1.9,0.6,132,22.5,132.2,23.5,129.5,26.7,2.2,2
2007-02-02, 11:40,-0.3,0,2.6,0.8,2.6,0.8,2.5,0.8,2.1,0.9,2.3,0.8,145.9,22.5,147.4,21.5,147.9,23.5,2.6,2.5
2007-02-02, 11:50,-0.3,0,1.9,0.6,1.9,0.6,1.6,0.6,1.2,0.6,1.5,0.5,141.5,24.5,139.2,21.5,140.7,22.5,1.9,1.6
2007-02-02, 12:00,-0.1,0.1,2.4,0.4,2.4,0.4,2.3,0.4,2,0.5,2.2,0.4,145.1,13.4,143.5,12.8,142.2,15.9,2.4,2.3
2007-02-02, 12:10,-0.5,0,2.7,0.4,2.7,0.4,2.6,0.5,2.3,0.5,2.4,0.5,144.6,11.7,145.7,13.9,142.9,18.1,2.7,2.6
2007-02-02, 12:20,-0.3,0.1,2,0.6,2,0.6,1.8,0.5,1.4,0.6,1.7,0.5,132.3,21.5,134.7,19.7,135.4,15.9,2,1.8
2007-02-02, 12:30,-0.2,0,2,0.6,1.9,0.6,1.6,0.7,1.2,0.7,1.6,0.7,127.9,22.5,124.9,20.6,126,19.7,2,1.6
